data,label
"[b'thadisreal', b'ladies', b'if', b'nigga', b'always', b'wanna', b'go', b'party', b'every', b'weekend', b'he', b'basically', b'side', b'hoe', b'shopping']",1
"[b'thatdamntwerk', b'when', b'gonna', b'take', b'rt', b'drtruth', b'some', b'hoes', b'gonna', b'let', b'come', b'spend', b'money', b'themlisten']",1
"[b'thatdamntwerk', b'beef', b'bitch', b'titties', b'looking', b'like', b'sleep', b'rt', b'laidback', b'whats', b'beef', b'httptcoplrnkoo']",1
"[b'thatirvnation', b'today', b'long', b'practice', b'bitch', b'wasnt']",1
"[b'thatindianbruh', b'food', b'gt', b'pussy', b'pussy', b'food', b'food', b'pussy', b'httptcozjzyduxko']",1
"[b'thedevonclarke', b'i', b'swear', b'i', b'see', b'snow', b'tomorrow', b'httptcouesygaqlhx', b'bruhh', b'sound', b'like', b'basic', b'white', b'bitch']",1
"[b'thedukeknight', b'typical', b'hoe', b'costumes', b'cat', b'nurse', b'bunny', b'police', b'officer', b'themselves']",1
"[b'thefatamy', b'uh', b'excuse', b'bitch', b'dont', b'need', b'shout', b'laurasimpson', b'jdjohnson']",1
"[b'thefunnyvine', b'red', b'neck', b'ice', b'bucket', b'challenge', b'httpstcocagpniofd', b'must', b'sip', b'redneck']",2
"[b'themanoncampus', b'vsamone', b'hawtyyy', b'smoking', b'skating', b'twerkingim', b'innat', b'hoeyas']",1
"[b'therealmfast', b'i', b'hate', b'shit', b'like', b'yall', b'bitches', b'think', b'thats', b'cute', b'httptcouxszexgujulttotal', b'clothing', b'violation']",1
"[b'therealtenski', b'miss', b'ex', b'pussy']",1
"[b'therealtootie', b'i', b'smoke', b'like', b'backwoods', b'day', b'cop', b'dem', b'bitches', b'da', b'box', b'woe', b'httptcoldrskpng']",1
"[b'thesportsdiva', b'adam', b'jones', b'homers', b'yankees', b'lead', b'guy', b'monsta']",2
"[b'thequeentommy', b'savanigga', b'already', b'going', b'httptcofpnfeovb', b'i', b'look', b'side', b'hoes', b'daddy', b'walk', b'room']",1
"[b'tinnytimm', b'u', b'r', b'gey', b'af', b'but', b'youre', b'boy', b'im', b'glad', b'im', b'close', b'you', b'dumb', b'bitch', b'guys', b'say', b'i', b'love']",1
"[b'tinypinkisboss', b'cant', b'stand', b'playin', b'ass', b'niggabitch']",1
"[b'tomtimes', b'making', b'weed', b'brownies', b'tonight', b'goin', b'slide', b'batch', b'relo']",2
"[b'tooeffincool', b'the', b'hoes', b'love', b'oomf', b'lol']",1
"[b'torijberman', b'lover', b'httptcopjphvgwfmy', b'old', b'bitch']",1
"[b'torijberman', b'shavonne', b'ballet', b'middle', b'street', b'last', b'night', b'fell', b'bitch', b'wasnt', b'ballet']",1
"[b'traceydee', b'i', b'want', b'pussy', b'dinner']",1
"[b'trapfuhrer', b'when', b'nudes', b'trash', b'gotta', b'draw', b'clothes', b'back', b'send', b'em', b'back', b'httptcojxmcbkv']",1
"[b'tremelvin', b'hoes', b'like', b'omg', b'love', b'new', b'comb', b'httptconuyjuxsk', b'thought', b'perro']",1
"[b'trillogmalik', b'vintagemonroe', b'knee', b'asscrow', b'ass']",1
"[b'trillogmalik', b'vintagemonroe', b'slut', b'hoethot', b'whore']",1
"[b'trillvanillaaa', b'i', b'feel', b'like', b'twerking', b'this', b'yo', b'pussy', b'stank']",1
"[b'tripleogi', b'kanye', b'might', b'first', b'nigga', b'successfully', b'save', b'hoelol', b'original', b'tweet']",1
"[b'truth', b'miami', b'keepernot', b'hard', b'find', b'hoes', b'like', b'brain', b'wrestle']",1
"[b'tryhardsilva', b'quote', b'weezy', b'verse', b'im', b'diamond', b'rough', b'like', b'baby', b'trash']",2
"[b'tryhardsilva', b'quote', b'weezy', b'verse', b'youre', b'like', b'bitch', b'ass', b'aint', b'got', b'shit']",1
"[b'tvvitterfamouse', b'you', b'ugly', b'af', b'stick', b'one', b'rt', b'cannon', b'this', b'new', b'avi', b'trash', b'nah', b'httptcomkzkci']",1
"[b'tweetmetfout', b'you', b'goofy', b'rt', b'viridoesitt', b'only', b'goofy', b'niggas', b'simp', b'chicks', b'community', b'pussy', b'who']",1
"[b'twittahcween', b'always', b'tryna', b'degrade', b'girlsampshit', b'reallypussyampass', b'almost', b'yall', b'think', b'shuuutt', b'iittt', b'sometimes']",1
"[b'tylawson', b'fk', b'im', b'never', b'wearing', b'headband', b'either', b'dont', b'hoop', b'like', b'lil', b'bitch', b'tho']",1
"[b'tyga', b'that', b'aint', b'hoe']",1
"[b'tylar', b'this', b'single', b'shit', b'boring', b'suck', b'bitch']",1
"[b'uccrushes', b'trenton', b'gossman', b'sexiest', b'hillbilly', b'i', b'ever', b'seen']",1
"[b'utragers', b'colt', b'mccoy', b'wins', b'hookem', b'hes', b'still', b'trash']",2
"[b'ucfgawd', b'crying', b'guy', b'thanksgiving', b'nah', b'bitch', b'pick', b'head', b'making', b'turkey', b'soggy', b'thanks', b'ashanni', b'pats', b'turkey', b'dry']",1
"[b'unlikesociety', b'good', b'pussy', b'making', b'nigga', b'regroup', b'pull', b'get', b'thoughts', b'together']",1
"[b'unbearabletier', b'i', b'ate', b'oomf', b'pussy']",1
"[b'untouchablet', b'ion', b'care', b'none', b'bitches']",1
"[b'untouchablet', b'never', b'seen', b'many', b'perfect', b'bitches', b'til', b'i', b'made', b'twitter']",1
"[b'vinnyguadagnino', b'im', b'boss', b'ass', b'bitch', b'bitchbitchbitchbitchbitchbitch', b'sarahninjaginga']",1
"[b'vabtwin', b'vivalaquintaa', b'agreed', b'eating', b'pussy', b'much', b'betterthey', b'nasty']",1
"[b'vishaldagod', b'fuck', b'wcw', b'dats', b'bitch', b'crush']",1
"[b'weeedith', b'all', b'i', b'want', b'bitches', b'big', b'boooty', b'bitches']",1
"[b'worstraplyrlcs', b'httptcohetifqfx', b'how', b'trash']",2
"[b'wavygodd', b'i', b'dont', b'like', b'ghetto', b'female']",1
"[b'weakassdrex', b'if', b'jennifer', b'hudson', b'lose', b'weight', b'anybody', b'fat', b'ass', b'hoes']",1
"[b'weirdlilthingz', b'stop', b'giving', b'nigga', b'pussy', b'stop', b'actin', b'like', b'care', b'true', b'totally']",1
"[b'whaletail', b'all', b'i', b'wanna', b'go', b'workout', b'come', b'back', b'home', b'lay', b'bed', b'jerk', b'kill', b'two', b'birds', b'one', b'stone']",1
"[b'whattheffacts', b'an', b'orangutan', b'tried', b'sex', b'actress', b'julia', b'robertssmart', b'monkey']",1
"[b'whoscherry', b'ever', b'met', b'bitch', b'fucked', b'nigga', b'pussy', b'admit', b'a', b'bitch', b'bitch']",1
"[b'willyc', b'urbie', b'singlebecause', b'ill', b'find', b'cute', b'hoosier', b'date', b'next', b'year', b'tgold', b'connorbradley']",2
"[b'woochamberlain', b'i', b'made', b'interview', b'bitch', b'finessed', b'huh', b'lol']",1
"[b'worldstarfunny', b'dont', b'love', b'hoes', b'httptcowekdlbq', b'ilovebamf']",1
"[b'wowitsdylan', b'fuck', b'bad', b'bitch', b'id', b'rather', b'good', b'girl', b'whos', b'freak', b'times']",1
"[b'xenoss', b'single', b'af', b'dont', b'care', b'youre', b'ugly', b'anyways', b'pussy']",1
"[b'xenoss', b'i', b'dont', b'love', b'hoes']",1
"[b'yaboyroshi', b'when', b'try', b'smash', b'pussy', b'stank', b'httptcoalfwpumnls']",1
"[b'yankees', b'yankees', b'red', b'sox', b'scoreless', b'play', b'nd', b'inning', b'the', b'bambino', b'is', b'watching']",2
"[b'yankees', b'alfredo', b'aceves', b'relieve', b'ccsabathia', b'th', b'yankees', b'needs', b'go', b'away', b'gas']",2
"[b'yattabing', b'cavs', b'trash', b'heat', b'trash', b'smhpat', b'gotta', b'make', b'trades']",2
"[b'yeridzee', b'im', b'bitch', b'like', b'vikyfdez', b'lol', b'sorry', b'sorry', b'tried', b'give', b'hint', b'i', b'didnt', b'want', b'speak', b'idc']",1
"[b'youregayif', b'jarred', b'shut', b'faggotset']",1
"[b'yummy', b'oreo', b'ice', b'cream', b'cake', b'httptcodvabpmgqjo']",2
"[b'yungethiopian', b'i', b'got', b'natural', b'mean', b'face', b'havin', b'mean', b'mugs', b'ion', b'even', b'knowin', b'bitch', b'shut', b'fuck', b'upright']",1
"[b'zeecobb', b'all', b'i', b'want', b'birthday', b'female', b'large', b'buttocks', b'big', b'booty', b'hoe']",1
"[b'zvckslvtr', b'my', b'sister', b'shittin', b'hos', b'vsamone', b'wodeh', b'bout', b'dat', b'action', b'httptconzhxagua']",1
"[b'kane', b'lmaooo', b'i', b'find', b'shit', b'funny', b'yall', b'hoes', b'aint', b'content', b'working', b'one', b'nigga', b'httptcodbtcvfbnthats', b'boring']",1
"[b'everslim', b'u', b'look', b'like', b'cotton', b'picker', b'tho', b'rt', b'kbthree', b'about', b'put', b'field', b'work', b'damn', b'dee', b'got', b'jokes']",1
"[b'beautifulkeezy', b'beautifulkeezy', b'wassupbyebitch', b'outta', b'order']",1
"[b'beautifulkeezy', b'this', b'bitch', b'lying', b'messy', b'yess']",1
"[b'beautifulkeezy', b'alyssa', b'ignoring', b'bitch', b'better', b'text', b'back', b'cause', b'im', b'serious', b'fuck', b'u', b'smokey']",1
"[b'beautifulkeezy', b'im', b'put', b'sooooo', b'much', b'nut', b'fucking', b'mouth', b'gts', b'frfr', b'bitch', b'yu', b'nasty']",1
"[b'beautifulkeezy', b'im', b'winning', b'httptcojfucmw', b'bitch']",1
"[b'beautifulkeezy', b'boy', b'told', b'lyssa', b'make', b'yes', b'bitch', b'i', b'need', b'em']",1
"[b'beautifulkeezy', b'hoes', b'playing', b'w', b'like', b'i', b'wont', b'send', b'baby', b'cain', b'niggah', b'yesss', b'messy']",1
"[b'bitchbuh', b'shoot', b'nigga', b'shorty', b'bitch']",0
"[b'bucketsmcnasty', b'iz', b'point', b'jealous', b'cuz', b'dee', b'hoes', b'everybody', b'bucketsproverbs', b'httptcohuhhbkywy']",1
"[b'bunnycocaine', b'oomf', b'hoe', b'hopper']",1
"[b'ciaraaas', b'what', b'things', b'love', b'myself', b'httptcodmkpgmxufood', b'weed', b'pussy', b'life']",1
"[b'cocakoula', b'oomf', b'fake', b'bitch', b'ass', b'nigga', b'point', b'blank', b'period', b'smh', b'awwww', b'shittttttt']",1
"[b'derooo', b'viridoesitt', b'how', b'i', b'lose', b'sweetyou', b'aint', b'lose', b'hide', b'lmfao', b'viri', b'tryna', b'smoke', b'hoe', b'self', b'boy']",1
"[b'dmill', b'blackmigo', b'kyrie', b'fast', b'bitch', b'ball', b'look', b'like', b'lollol', b'i', b'wish']",1
"[b'dominiquecs', b'thompsonera', b'hahaha', b'she', b'much', b'thottie', b'never', b'fear', b'captain', b'saveathot', b'save', b'hoe']",1
"[b'georjay', b'zoeboi', b'happy', b'birthday', b'little', b'bitch', b'bofl', b'made', b'laugh', b'i', b'read']",1
"[b'imtrillasfuk', b'snap', b'chat', b'names', b'please', b'bitch', b'snapchatt']",1
"[b'jamal', b'hoes', b'aint', b'loyal', b'aint']",1
"[b'jiare', b'wbpoohx', b'where', b'bitches', b'yeah', b'i', b'dont', b'know', b'probably', b'party']",1
"[b'kingcorey', b'i', b'got', b'giggles', b'im', b'fag', b'i', b'aint', b'gon', b'lie', b'lol']",1
"[b'kingrichyyyy', b'noflyzone', b'sqquad', b'bitchthey', b'need', b'lock', b'yo', b'ass', b'sayin', b'stupid', b'shit', b'like']",1
"[b'leyahhhh', b'no', b'one', b'likes', b'n', b'r', b'e', b'c', b'ass', b'bitches']",1
"[b'lovecarolina', b'my', b'lakers', b'going', b'trash', b'season', b'i', b'cant', b'wait']",2
"[b'onebadcreation', b'boyfriends', b'thatll', b'eat', b'yo', b'pussy', b'day', b'long', b'ur', b'da', b'real', b'mvp', b'httptcodimzmpv']",1
"[b'ottomattic', b'how', b'make', b'salad', b'vegetables', b'bitch', b'give', b'break', b'potato', b'salad']",1
"[b'perarl', b'im', b'happy', b'morning', b'i', b'shave', b'pussy', b'cuteness', b'always', b'sets', b'good', b'dayu', b'need', b'dick']",1
"[b'playachris', b'i', b'laughing', b'ex', b'tryna', b'stunt', b'bitch', b'forgot', b'i', b'went', b'i', b'know', b'got', b'amp', b'dont', b'got']",1
"[b'sickwitit', b'wish', b'tonight', b'purge', b'i', b'get', b'hunting', b'shut', b'yo', b'hoe', b'ass']",1
"[b'thecrownedhead', b'i', b'tell', b'yall', b'im', b'trying', b'turn', b'bayou', b'classic', b'drinker', b'bitch', b'got', b'id']",1
"[b'withfinesse', b'shanea', b'lol', b'i', b'got', b'rose', b'dat', b'nicca', b'tho', b'never', b'forgetlol', b'yee', b'i', b'trippin']",1
"[b'bino', b'looking', b'nip', b'rings', b'i', b'cant', b'wait', b'i', b'change', b'mine', b'lmao']",2
"[b'blackjesus', b'lilaerii', b'happy', b'new', b'year', b'check', b'yo', b'clock', b'hun', b'got', b'another', b'hour', b'lolthey', b'lil', b'count', b'thing']",2
"[b'iamannay', b'bitch', b'gotta', b'work', b'hard', b'clean', b'shit', b'without', b'ripping', b'skin', b'lmaosjdusubejs']",1
"[b'idonthaveone', b'my', b'friends', b'insensitive', b'bitches']",1
"[b'lilboodyjudy', b'im', b'tryna', b'get', b'snow', b'day', b'dick', b'gon', b'make', b'nicca', b'wreck', b'tryn', b'pull', b'ya']",1
"[b'neecol', b'like', b'tf', b'bitch', b'following']",1
"[b'tamm', b'voiceofdstreetz', b'cuz', b'hoe', b'lol', b'cuz', b'went', b'lil', b'rant', b'man']",1
"[b'tamm', b'voiceofdstreetz', b'wasnt', b'hoe', b'azz', b'boi', b'im', b'sniff', b'sniff', b'sorry', b'sniff', b'sniff', b'httptcoctmwgweknl']",1
"[b'austinnn', b'satisfiedx', b'u', b'mr', b'bitches', b'stop', b'calling', b'i', b'balled']",1
"[b'iamjazz', b'ion', b'eat', b'cat', b'bitch', b'gay']",1
"[b'kiante', b'sqquad', b'iont', b'got', b'type', b'bad', b'bitches', b'thing', b'i', b'like', b'ayeee', b'throw', b'ass', b'sphere']",1
"[b'marshe', b'niggas', b'hoes', b'man', b'i', b'swear']",1
"[b'nijel', b'this', b'hoe', b'mimi', b'said', b'i', b'hurt', b'hand', b'bitch', b'throat']",1
"[b'tharealist', b'dis', b'hoe', b'bri', b'fuck', b'wet', b'dream', b'pop', b'dream', b'like', b'httptcoasiqgebpb']",1
"[b'tharealist', b'voiceofdstreetz', b'u', b'hoe', b'broski', b'u', b'gotta', b'look', b'dat', b'shit']",1
"[b'tharealist', b'lil', b'bitty', b'bitch', b'lingo']",1
"[b'tharealist', b'shawty', b'wanna', b'charge', b'pussy', b'im', b'like', b'whoa', b'turnt', b'cash', b'use', b'fuck', b'free']",1
"[b'ajoyaaa', b'victor', b'amp', b'shawn', b'legs', b'dont', b'hurt', b'they', b'jigg', b'every', b'damn', b'night']",1
"[b'chanaee', b'lol', b'someone', b'told', b'i', b'hoes', b'i', b'sent', b'httptcobxbkamvx']",1
"[b'chelousmuch', b'bitch', b'im', b'weakkk', b'vic']",1
"[b'chrisbrazell', b'fuck', b'the', b'girls', b'peep', b'how', b'he', b'change', b'when', b'a', b'nigga', b'squared', b'up', b'against', b'him', b'httpstcofzxwseee', b'bitch', b'ass']",1
"[b'getmeauxmoney', b'nobody', b'cares', b'kirk', b'bosley', b'noi', b'care', b'bout', b'cousin', b'hoe']",1
"[b'hellmel', b'men', b'hop', b'feelings', b'much', b'quicker', b'women', b'not', b'i', b'hop', b'ya', b'bitch']",1
"[b'heyshelby', b'bitch', b'im', b'bitch', b'im', b'griiind', b'thug', b'luuuuuuv']",1
"[b'honeysays', b'my', b'phone', b'charging', b'backwards', b'retarded']",0
"[b'imshawntee', b'i', b'want', b'pussy', b'wishfulthinking']",1
"[b'kbhicks', b'thekaosyatti', b'fb', b'hoe', b'loldamn', b'next', b'time', b'nicer', b'lmfao']",1
"[b'mahoganylov', b'right', b'rt', b'kingdominicus', b'idk', b'one', b'selling', b'pussy', b'thats', b'way', b'high', b'httptcojsdmsucdmhm']",1
"[b'nicolehayley', b'thompsonera', b'ahhh', b'know', b'so', b'smart', b'donny', b'yes', b'rt', b'yass', b'im', b'glad', b'speak', b'mind', b'faces', b'hoes']",1
"[b'tellmeboutlove', b'gave', b'bitch', b'bib', b'since', b'wanna', b'act', b'messy']",1
"[b'thegodmother', b'im', b'excited', b'boosie', b'getting', b'valentines', b'dayhe', b'get', b'vday', b'pussy', b'allstar', b'weeekend', b'pussy', b'mardi', b'gras']",1
"[b'xcianna', b'i', b'dont', b'like', b'popeyes', b'spicy', b'chicken', b'bitches', b'boa', b'trippen']",1
"[b'yeaimmaboss', b'i', b'wonder', b'i', b'oomf', b'i', b'like', b'i', b'want', b'fuck', b'would', b'i', b'wrong', b'one', b'brave', b'bitchone', b'day']",1
"[b'yeskala', b'its', b'wonderful', b'meet', b'dude', b'thats', b'bitch', b'ass', b'nigga', b'days']",1
"[b'abigayvazquez', b'nicole', b'tonyjetsfoo', b'yeah', b'lowkey', b'loves', b'knows', b'hes', b'nigga', b'dont', b'love', b'hoes']",1
"[b'aerinblazin', b'im', b'much', b'niggas', b'much', b'hoes']",1
"[b'alexvelazquez', b'jordyn', b'stays', b'making', b'fun', b'i', b'eat', b'like', b'little', b'bitch']",1
"[b'alicia', b'he', b'go', b'actually', b'surprised', b'hard', b'rt', b'vicefly', b'n', b'crib', b'listen', b'nig', b'geazydont', b'diss', b'homie']",1
"[b'alicia', b'you', b'aint', b'special', b'niglet', b'rt', b'vicefly', b'when', b'im', b'chilling', b'wit', b'greg', b'ppl', b'walk', b'ask', b'take', b'picshatin']",0
"[b'almightyburr', b'gotta', b'buy', b'antislip', b'shoes', b'hoes', b'wont', b'catch', b'slipping']",1
"[b'anallanusa', b'youre', b'really', b'cool', b'youre', b'good', b'basketball', b'and', b'zebra', b'willballlife']",2
"[b'annijohnesce', b'grow', b'bitch', b'cute']",1
"[b'arrogantori', b'scrappy', b'always', b'reunion', b'hella', b'hoes', b'real', b'nigga', b'lmao']",1
"[b'avelindner', b'girlfriend', b'dont', b'hoe', b'text', b'yanno', b'u', b'r']",1
"[b'ayyceethegreat', b'dont', b'really', b'anyone', b'talk', b'things', b'start', b'going', b'wrong', b'aight', b'hoe', b'ass', b'nigga']",1
"[b'badnradbrad', b'whattheflocka', b'morbidmermaid', b'sydneys', b'favorite', b'shes', b'nigger', b'i', b'love']",1
"[b'bbluedreamm', b'pouyalilpou', b'depressed', b'i', b'got', b'hoes']",1
"[b'beautifulbleus', b'you', b'still', b'fucn', b'ya', b'exna', b'bitch', b'corny']",1
"[b'beautifullapril', b'about', b'go', b'take', b'a', b'summer', b'binging', b'alll', b'fly', b'bitches', b'bless', b'atl', b'turnup', b'thank']",1
"[b'biggboss', b'i', b'never', b'get', b'twitter', b'i', b'i', b'get', b'bitch', b'fights', b'niggas', b'even', b'females', b'bruh', b'httptcokfpxgkjxr']",1
"[b'blyths', b'chaserojo', b'fuck', b'top', b'lip', b'httptcoizbpnpms', b'pussy', b'lilshwenda']",1
"[b'bonnoxxx', b'webbmadethis', b'mane', b'skinny', b'bitches', b'playin', b'lol', b'i', b'take', b'weight', b'class', b'another', b'level']",1
"[b'boojieque', b'rt', b'webbmadethis', b'lemme', b'find', b'niggaz', b'letting', b'bitches', b'shit', b'yo', b'faces', b'niggas', b'weirdos']",0
"[b'briceokc', b'cigarettes', b'gross', b'half', b'bitches', b'smoke', b'cigarettes', b'gfys']",1
"[b'butterobama', b'i', b'hate', b'i', b'attempt', b'make', b'yellow', b'light', b'car', b'infront', b'stops', b'light', b'i', b'wanting', b'fight']",2
"[b'bwanaaa', b'i', b'like', b'bitches']",1
"[b'candacevon', b'niggas', b'talk', b'bitches', b'days', b'facts']",1
"[b'cbmarie', b'whatevaittakes', b'bitch', b'know', b'lmaooo']",1
"[b'cbmarie', b'fuck', b'texts', b'movement', b'lmaooo', b'koleworld', b'courts', b'texting', b'rubbed', b'used', b'bitch', b'bout', b'tho']",1
"[b'cbmarie', b'i', b'need', b'find', b'damn', b'job', b'whatevaittakes', b'cbmarie', b'needs', b'find', b'bitch', b'jobright']",1
"[b'chloekosik', b'i', b'dont', b'fuck', b'youuu', b'u', b'lil', b'stupid', b'ass', b'bitch', b'i', b'aint', b'fuckin', b'wit', b'you', b'u', b'lil', b'dumbass', b'bitch', b'i', b'aint', b'fuckin', b'wit', b'you', b'kaylamauser']",1
"[b'chloeonvine', b'are', b'you', b'kidding', b'me', b'right', b'now', b'httptcolfsvymmqtn', b'ill', b'smack', b'hoe']",1
"[b'chloeonvine', b'im', b'sarcastic', b'lil', b'bitch', b'loves', b'sleep', b'eat']",1
"[b'chrisbrown', b'these', b'hoes', b'aint', b'loyal', b'would', b'know', b'cause', b'im', b'hoe', b'fans', b'damn', b'sure', b'real']",1
"[b'cierravillela', b'yeah', b'really', b'far', b'alright', b'like', b'living', b'whole', b'lot', b'hicks', b'haha']",1
"[b'clzcdxx', b'im', b'bitch', b'ass', b'elf', b'morbidmermaid']",1
"[b'cmencarini', b'i', b'dont', b'trust', b'girls', b'cant', b'trust', b'hoes']",1
"[b'codizzlleee', b'satisfiedx', b'stfunobodycare', b'well', b'know', b'victorias', b'secret', b'yea', b'cocoa', b'puff', b'bird', b'fucking']",1
"[b'codyaveresch', b'paint', b'brushes', b'bugattis', b'stundentpainters', b'bitch', b'paint', b'like', b'one', b'french', b'girls']",1
"[b'coffincreepxx', b'whatareollies', b'niggah', b'friendzoned', b'daaaaaaaam']",1
"[b'coffincreepxx', b'jose', b'fucking', b'mean', b'like', b'damn', b'bitch', b'lol', b'fuck']",1
"[b'colormeprettyyy', b'xotavia', b'bitch', b'im', b'back', b'home']",1
"[b'coltscommunity', b'pacers', b'nflcolts', b'indystar', b'chuckstrong', b'goldswagger', b'httptcoqwmvu', b'thats', b'awesome', b'hoosiers']",2
"[b'comedianjayski', b'happy', b'hour', b'time', b'best', b'time', b'da', b'day', b'niggas', b'dont', b'know', b'bout', b'happy', b'hour', b'hoes']",1
"[b'comedianjayski', b'my', b'favorite', b'time', b'da', b'day', b'happy', b'hour', b'drinkbreakwhen', b'bad', b'bitches', b'come', b'ok', b'hoes', b'home', b'makeup']",1
"[b'concretesledge', b'gwyneth', b'paltrow', b'ugly', b'ass', b'big', b'bird', b'looking', b'bitch', b'shut', b'fuck', b'ltltthats', b'pretty', b'much', b'in', b'your', b'face', b'bravo']",1
"[b'connycarvajal', b'why', b'u', b'cant', b'love', b'because', b'dont', b'love', b'hoes']",1
